P,E_star,I_star,eig1_real,eig1_imag,eig2_real,eig2_imag,max_real_eig,stable
6.96,0.4996382770030416,0.4553304002516878,-1.9819797934134606,0.0,-1.0357541358440578,0.0,-1.0357541358440578,True
7.0,0.49965938278432426,0.4553418767557607,-1.98303701592924,0.0,-1.0354083582233409,0.0,-1.0354083582233409,True
7.04,0.49967925485930637,0.45535268025120146,-1.9840317688015001,0.0,-1.0350835671171825,0.0,-1.0350835671171825,True
7.08,0.49969796559392904,0.4553628504606194,-1.9849677951555176,0.0,-1.0347784410117817,0.0,-1.0347784410117817,True
7.12,0.49971558308102837,0.4553724247332145,-1.9858486076954025,0.0,-1.0344917471384232,0.0,-1.0344917471384232,True
7.16,0.49973217139582327,0.45538143818982857,-1.9866775036230688,0.0,-1.0342223348778623,0.0,-1.0342223348778623,True
7.2,0.499747790835776,0.45538992385877464,-1.9874575785024078,0.0,-1.0339691297267224,0.0,-1.0339691297267224,True
7.24,0.4997624981458224,0.4553979128030662,-1.9881917391540478,0.0,-1.0337311277701169,0.0,-1.0337311277701169,True
7.28,0.4997763467298964,0.45540543423962787,-1.988882715657799,0.0,-1.0335073906111476,0.0,-1.0335073906111476,True
7.32,0.4997893868496129,0.455412515651022,-1.989533072532707,0.0,-1.0332970407134277,0.0,-1.0332970407134277,True
