mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split0_ranking_0,split0_ranking_1,split0_ranking_2,split0_ranking_3,split0_ranking_4,split0_ranking_5,split0_ranking_6,split0_ranking_7,split0_ranking_8,split0_ranking_9,split0_ranking_10,split0_ranking_11,split0_ranking_12,split0_ranking_13,split0_ranking_14,split0_ranking_15,split0_ranking_16,split0_ranking_17,split0_ranking_18,split0_ranking_19,split0_ranking_20,split0_ranking_21,split0_ranking_22,split0_ranking_23,split0_ranking_24,split0_ranking_25,split0_ranking_26,split0_ranking_27,split0_ranking_28,split0_ranking_29,split0_ranking_30,split0_ranking_31,split0_ranking_32,split0_ranking_33,split0_ranking_34,split0_ranking_35,split0_ranking_36,split0_ranking_37,split0_ranking_38,split0_ranking_39,split0_ranking_40,split0_ranking_41,split0_ranking_42,split0_ranking_43,split0_ranking_44,split0_ranking_45,split0_ranking_46,split0_ranking_47,split0_ranking_48,split0_ranking_49,split1_ranking_0,split1_ranking_1,split1_ranking_2,split1_ranking_3,split1_ranking_4,split1_ranking_5,split1_ranking_6,split1_ranking_7,split1_ranking_8,split1_ranking_9,split1_ranking_10,split1_ranking_11,split1_ranking_12,split1_ranking_13,split1_ranking_14,split1_ranking_15,split1_ranking_16,split1_ranking_17,split1_ranking_18,split1_ranking_19,split1_ranking_20,split1_ranking_21,split1_ranking_22,split1_ranking_23,split1_ranking_24,split1_ranking_25,split1_ranking_26,split1_ranking_27,split1_ranking_28,split1_ranking_29,split1_ranking_30,split1_ranking_31,split1_ranking_32,split1_ranking_33,split1_ranking_34,split1_ranking_35,split1_ranking_36,split1_ranking_37,split1_ranking_38,split1_ranking_39,split1_ranking_40,split1_ranking_41,split1_ranking_42,split1_ranking_43,split1_ranking_44,split1_ranking_45,split1_ranking_46,split1_ranking_47,split1_ranking_48,split1_ranking_49,split2_ranking_0,split2_ranking_1,split2_ranking_2,split2_ranking_3,split2_ranking_4,split2_ranking_5,split2_ranking_6,split2_ranking_7,split2_ranking_8,split2_ranking_9,split2_ranking_10,split2_ranking_11,split2_ranking_12,split2_ranking_13,split2_ranking_14,split2_ranking_15,split2_ranking_16,split2_ranking_17,split2_ranking_18,split2_ranking_19,split2_ranking_20,split2_ranking_21,split2_ranking_22,split2_ranking_23,split2_ranking_24,split2_ranking_25,split2_ranking_26,split2_ranking_27,split2_ranking_28,split2_ranking_29,split2_ranking_30,split2_ranking_31,split2_ranking_32,split2_ranking_33,split2_ranking_34,split2_ranking_35,split2_ranking_36,split2_ranking_37,split2_ranking_38,split2_ranking_39,split2_ranking_40,split2_ranking_41,split2_ranking_42,split2_ranking_43,split2_ranking_44,split2_ranking_45,split2_ranking_46,split2_ranking_47,split2_ranking_48,split2_ranking_49,split0_support_0,split0_support_1,split0_support_2,split0_support_3,split0_support_4,split0_support_5,split0_support_6,split0_support_7,split0_support_8,split0_support_9,split0_support_10,split0_support_11,split0_support_12,split0_support_13,split0_support_14,split0_support_15,split0_support_16,split0_support_17,split0_support_18,split0_support_19,split0_support_20,split0_support_21,split0_support_22,split0_support_23,split0_support_24,split0_support_25,split0_support_26,split0_support_27,split0_support_28,split0_support_29,split0_support_30,split0_support_31,split0_support_32,split0_support_33,split0_support_34,split0_support_35,split0_support_36,split0_support_37,split0_support_38,split0_support_39,split0_support_40,split0_support_41,split0_support_42,split0_support_43,split0_support_44,split0_support_45,split0_support_46,split0_support_47,split0_support_48,split0_support_49,split1_support_0,split1_support_1,split1_support_2,split1_support_3,split1_support_4,split1_support_5,split1_support_6,split1_support_7,split1_support_8,split1_support_9,split1_support_10,split1_support_11,split1_support_12,split1_support_13,split1_support_14,split1_support_15,split1_support_16,split1_support_17,split1_support_18,split1_support_19,split1_support_20,split1_support_21,split1_support_22,split1_support_23,split1_support_24,split1_support_25,split1_support_26,split1_support_27,split1_support_28,split1_support_29,split1_support_30,split1_support_31,split1_support_32,split1_support_33,split1_support_34,split1_support_35,split1_support_36,split1_support_37,split1_support_38,split1_support_39,split1_support_40,split1_support_41,split1_support_42,split1_support_43,split1_support_44,split1_support_45,split1_support_46,split1_support_47,split1_support_48,split1_support_49,split2_support_0,split2_support_1,split2_support_2,split2_support_3,split2_support_4,split2_support_5,split2_support_6,split2_support_7,split2_support_8,split2_support_9,split2_support_10,split2_support_11,split2_support_12,split2_support_13,split2_support_14,split2_support_15,split2_support_16,split2_support_17,split2_support_18,split2_support_19,split2_support_20,split2_support_21,split2_support_22,split2_support_23,split2_support_24,split2_support_25,split2_support_26,split2_support_27,split2_support_28,split2_support_29,split2_support_30,split2_support_31,split2_support_32,split2_support_33,split2_support_34,split2_support_35,split2_support_36,split2_support_37,split2_support_38,split2_support_39,split2_support_40,split2_support_41,split2_support_42,split2_support_43,split2_support_44,split2_support_45,split2_support_46,split2_support_47,split2_support_48,split2_support_49,n_features
0.9210059069567205,0.003775165920327898,0.9204818192727708,0.9166666666666666,0.9258692349307236,1,1,9,1,13,6,2,4,13,1,7,1,1,5,1,1,1,10,6,1,3,1,1,1,1,11,2,1,11,5,10,3,14,9,1,1,4,1,8,1,1,1,14,7,1,12,8,1,1,12,1,1,4,1,5,9,8,10,6,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,12,14,1,8,14,10,13,7,9,7,11,1,12,1,1,1,1,2,5,2,11,6,3,13,14,12,9,6,1,13,9,7,3,1,1,5,6,10,1,1,1,1,5,1,4,1,1,1,1,1,1,8,7,1,12,10,11,11,1,1,8,1,1,1,4,1,1,1,3,2,2,13,1,14,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,24
0.9266956658184337,0.004702583737590851,0.921741869674787,0.9330152671755725,0.9253298606049415,1,1,8,1,12,5,1,3,12,1,6,1,1,4,1,1,1,9,5,1,2,1,1,1,1,10,1,1,10,4,9,2,13,8,1,1,3,1,7,1,1,1,13,6,1,11,7,1,1,11,1,1,3,1,4,8,7,9,5,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,11,13,1,7,13,9,12,6,8,6,10,1,11,1,1,1,1,1,4,1,10,5,2,12,13,11,8,5,1,12,8,6,2,1,1,4,5,9,1,1,1,1,4,1,3,1,1,1,1,1,1,7,6,1,11,9,10,10,1,1,7,1,1,1,3,1,1,1,2,1,1,12,1,13,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,26
0.9251048462252379,0.008704141912069223,0.9129065162606504,0.9326335877862595,0.9297744346288035,1,1,7,1,11,4,1,2,11,1,5,1,1,3,1,1,1,8,4,1,1,1,1,1,1,9,1,1,9,3,8,1,12,7,1,1,2,1,6,1,1,1,12,5,1,10,6,1,1,10,1,1,2,1,3,7,6,8,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,10,12,1,6,12,8,11,5,7,5,9,1,10,1,1,1,1,1,3,1,9,4,1,11,12,10,7,4,1,11,7,5,1,1,1,3,4,8,1,1,1,1,3,1,2,1,1,1,1,1,1,6,5,1,10,8,9,9,1,1,6,1,1,1,2,1,1,1,1,1,1,11,1,12,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,28
0.92235169374712,0.0035880705306089063,0.9172866914676587,0.924618320610687,0.9251500691630141,1,1,6,1,10,3,1,1,10,1,4,1,1,2,1,1,1,7,3,1,1,1,1,1,1,8,1,1,8,2,7,1,11,6,1,1,1,1,5,1,1,1,11,4,1,9,5,1,1,9,1,1,1,1,2,6,5,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,11,1,5,11,7,10,4,6,4,8,1,9,1,1,1,1,1,2,1,8,3,1,10,11,9,6,3,1,10,6,4,1,1,1,2,3,7,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,1,9,7,8,8,1,1,5,1,1,1,1,1,1,1,1,1,1,10,1,11,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,30
0.9184332438201359,0.0022686320564824862,0.9195667826713068,0.915267175572519,0.9204657732165822,1,1,5,1,9,2,1,1,9,1,3,1,1,1,1,1,1,6,2,1,1,1,1,1,1,7,1,1,7,1,6,1,10,5,1,1,1,1,4,1,1,1,10,3,1,8,4,1,1,8,1,1,1,1,1,5,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,10,1,4,10,6,9,3,5,3,7,1,8,1,1,1,1,1,1,1,7,2,1,9,10,8,5,2,1,9,5,3,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,8,6,7,7,1,1,4,1,1,1,1,1,1,1,1,1,1,9,1,10,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,32
0.9208707203195555,0.002367590845809711,0.9178267130685227,0.9236005089058524,0.9211849389842917,1,1,4,1,8,1,1,1,8,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,6,1,1,6,1,5,1,9,4,1,1,1,1,3,1,1,1,9,2,1,7,3,1,1,7,1,1,1,1,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,1,3,9,5,8,2,4,2,6,1,7,1,1,1,1,1,1,1,6,1,1,8,9,7,4,1,1,8,4,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,7,5,6,6,1,1,3,1,1,1,1,1,1,1,1,1,1,8,1,9,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,34
0.9244918492916808,0.005724906536308007,0.9180067202688107,0.9235368956743002,0.9319319319319319,1,1,3,1,7,1,1,1,7,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,1,1,5,1,4,1,8,3,1,1,1,1,2,1,1,1,8,1,1,6,2,1,1,6,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,1,2,8,4,7,1,3,1,5,1,6,1,1,1,1,1,1,1,5,1,1,7,8,6,3,1,1,7,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,4,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,8,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,36
0.9241894300702302,0.006028657239827237,0.9172266890675627,0.9234096692111959,0.9319319319319319,1,1,2,1,6,1,1,1,6,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,4,1,3,1,7,2,1,1,1,1,1,1,1,1,7,1,1,5,1,1,1,5,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,1,7,3,6,1,2,1,4,1,5,1,1,1,1,1,1,1,4,1,1,6,7,5,2,1,1,6,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,7,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,38
0.9245878588899658,0.006333539852125861,0.9175267010680427,0.9233460559796438,0.9328908196222112,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1,2,1,6,1,1,1,1,1,1,1,1,1,6,1,1,4,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,1,1,6,2,5,1,1,1,3,1,4,1,1,1,1,1,1,1,3,1,1,5,6,4,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,40
0.9282411183182305,0.0040918939749179,0.9272620904836193,0.9237913486005089,0.9336699158705631,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,5,1,4,1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,4,5,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,42
0.9237742824536243,0.004849217857980243,0.9178267130685227,0.9237913486005089,0.9297047856918408,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,44
0.9221957122468707,0.003220278671708684,0.9179467178687147,0.9229007633587787,0.9257396555131183,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,46
0.919416682912305,0.0047605027110267616,0.9178867154686188,0.914503816793893,0.9258595164744032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,48
0.9222744159439085,0.0032790565610600598,0.9180067202688107,0.9228371501272264,0.9259793774356881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,50
